peptide,Protein,LOD,LOQ,slope_linear,intercept_linear,intercept_noise,stdev_noise,stndev_noise
Q9Y487,sp|Q9Y487|VPP2_HUMAN,9.941622985920944,10.851303561820732,4750.840456578386,109707.64725226958,109733.81576993241,,23602.44808395001
Q9Y4G6,sp|Q9Y4G6|TLN2_HUMAN,,inf,0.0,-30707560.156087577,40166.909913446754,,
A0A0B4J2B8,tr|A0A0B4J2B8|A0A0B4J2B8_HUMAN,0.451107582966146,1.4566519508149727,8695.46756809711,24100.32299709667,24100.330172273298,,1961.2920911140866
O75027,sp|O75027|ABCB7_HUMAN,22.927009590181523,69.63791286885939,4342.846115438594,647.1182195807924,54933.49622124375,,22641.04826784013
O75306,sp|O75306|NDUS2_HUMAN,inf,inf,277411.45309610525,-27574477.99835906,89600.07107150927,,inf
P04430,sp|P04430|KV116_HUMAN,26.43939345816731,46.50137706048532,11456.013321452498,-268667.4993015769,11949.859837798693,,11136.34226425655
P11279,sp|P11279|LAMP1_HUMAN,0.48713563060629056,19.585564145944478,33177.25598857844,30067.371367527798,30068.061811722215,,8080.5665367940355
P18669,sp|P18669|PGAM1_HUMAN,2.4612732804615445,3.4465129442952662,35500.93979448543,25511.920245502795,57033.0379644097,,27928.198414267015
P24666,sp|P24666|PPAC_HUMAN,,inf,0.0,-114263321.8996679,2160009.3249397874,,
P31749,sp|P31749|AKT1_HUMAN,5.053348885213718,33.82506134423986,5038.493638109488,28033.581862474406,28033.59210205232,,12730.62798485954
Q15041,sp|Q15041|AR6P1_HUMAN,inf,inf,5277.783761882153,-125759.69810960702,82979.77791983196,,inf
Q15257,sp|Q15257|PTPA_HUMAN,28.008078127780884,60.73167897878957,23491.701534539163,-362648.01206734637,130666.55346392014,,82321.42320130822
Q6P3X3,sp|Q6P3X3|TTC27_HUMAN,7.292097306843487,82.20757423060633,3764.7552930551824,49531.26442935268,49533.74569504478,,13725.240333860178
Q7KZF4,sp|Q7KZF4|SND1_HUMAN,19.510694372162757,20.32371766133283,14788.68866749182,128070.02145891712,208000.84448016857,,104303.38086762416
Q8N2K0,sp|Q8N2K0|ABD12_HUMAN,78.21960180217481,0.5,801.4467046590435,-53644.63656279912,1200.0869810212243,,3922.059280137614
Q8N3D4,sp|Q8N3D4|EH1L1_HUMAN,inf,inf,911.1111111111114,-15820250.414209722,309999.0060381405,,inf
Q92506,sp|Q92506|DHB8_HUMAN,51.479809815818,67.65320654387867,2778.9081974951932,-48242.15515060804,45100.36954991771,,24857.570401072204
Q96A49,sp|Q96A49|SYAP1_HUMAN,34.93097671126946,40.189079603288086,5698.282985634609,-51142.68898773282,59866.59843647908,,44018.6514206068
Q9BV73,sp|Q9BV73|CP250_HUMAN,,inf,0.0,7976241.590856065,8119994.210551905,,
Q9HBF4,sp|Q9HBF4|ZFYV1_HUMAN,inf,inf,1234.4444444444446,-34444.44444444445,1496666.6666666667,,inf
Q9NQ30,sp|Q9NQ30|ESM1_HUMAN,37.16053659772375,56.20279823477716,1371.2976649028633,5152.230357227809,29966.651556945006,,13071.867931639388
Q9P1Z3,sp|Q9P1Z3|HCN3_HUMAN,4.517286829134787,52.74087933967277,33818.995943107024,-78600.03295898609,30583.504543909803,,21793.28372273213
Q9Y6B7,sp|Q9Y6B7|AP4B1_HUMAN,,inf,0.0,-36245646.65723221,36567.349159255624,,
Q9Y6R7,sp|Q9Y6R7|FCGBP_HUMAN,,inf,0.0,-316824245.1650928,5546656.302353144,,
A0A0U1RRL7,sp|A0A0U1RRL7|MMPOS_HUMAN,,inf,0.0,1372476.3922768678,1476673.3557617916,,
O00534,sp|O00534|VMA5A_HUMAN,9.80573225893172,35.31522212509245,8398.752846378624,15672.165872981983,56833.50150622937,,20597.29304364104
O15321,sp|O15321|TM9S1_HUMAN,inf,inf,1289.1922706756545,550.484479170882,48336.47661700654,,inf
P04278,sp|P04278|SHBG_HUMAN,28.42341935758386,54.451266863917,6622.018038064816,35373.869244163325,106034.44016336487,,58779.91238509973
P07737,sp|P07737|PROF1_HUMAN,0.1,1.1090909090909091,728704.4065101243,75604.60423657346,75633.57427680137,,0.1
P19784,sp|P19784|CSK22_HUMAN,35.886650789368446,74.0956164805529,2583.939881052553,-629.5730925924678,29090.04445119609,,31504.665314133323
P36776,sp|P36776|LONM_HUMAN,57.5529270246808,59.267960276208846,4337.847132735142,-18415.44586584842,43233.016322780226,,94003.6686429489
P63241,sp|P63241|IF5A1_HUMAN,22.909250294854534,45.49138909737189,8990.400164431463,-155733.3438618285,19400.10410080987,,15414.939827611683
Q07866,sp|Q07866|KLC1_HUMAN,,inf,0.0,-82550683.01632896,375669.15499700606,,
Q32MZ4,sp|Q32MZ4|LRRF1_HUMAN,42.000597013898286,42.58644956931345,3380.9690120156174,34606.09408509636,91533.65057975243,,42537.58024774485
Q53H12,sp|Q53H12|AGK_HUMAN,43.51330767490769,63.48335041610194,4619.091325859272,-9526.541407313853,61800.88291331586,,64832.258859991045
Q6PJF5,sp|Q6PJF5|RHDF2_HUMAN,inf,inf,3522.2222222222217,-83222.22222222219,116666.66666666669,,inf
Q8WWV3,sp|Q8WWV3|RT4I1_HUMAN,0.38971196298041005,inf,16724.222155912023,-1584.0264253959222,277.3517861515643,,2328.1256170767265
Q96H15,sp|Q96H15|TIMD4_HUMAN,2.016490579064825,inf,3236.9506394197897,3879.743961883356,3879.746625258902,,3263.63890295616
Q96S66,sp|Q96S66|CLCC1_HUMAN,32.806658878152575,62.6703660434181,1978.4356748049747,-14452.229748247093,23300.07782523012,,13576.778361108598
Q99733,sp|Q99733|NP1L4_HUMAN,20.97998582842763,21.778167789756644,28205.22104180462,-13425.306762378581,34369.70198199319,,271975.064500179
Q9H871,sp|Q9H871|RMD5A_HUMAN,46.95847976951279,73.74712635056693,2425.8582383522503,-68696.27044708273,14684.645367106612,,15266.84959759037
Q9NRW1,sp|Q9NRW1|RAB6B_HUMAN,1.3581907039897447,3.350954528151568,78358.53508569702,125750.6580797343,125750.7641277753,,53212.86394180348
Q9UM47,sp|Q9UM47|NOTC3_HUMAN,53.86374774188778,66.91238474418215,989.1955352634069,-25452.11346131061,5006.66976104592,,11411.497778236639
Q9Y587,sp|Q9Y587|AP4S1_HUMAN,3.95916074706492,29.182007419552924,5711.3234948403115,-19992.855456124766,839.989061877226,,889.6016382797031
Q9Y697,sp|Q9Y697|NFS1_HUMAN,64.02219492752998,64.38560709997917,1386.43796096581,-26527.672738290334,28139.99210762266,,17047.568272983644
A0A0B4J2B5,tr|A0A0B4J2B5|A0A0B4J2B5_HUMAN,0.6923426565801983,inf,181541.0839217853,94140.21361508366,145733.26602194837,,37047.79195699642
O00186,sp|O00186|STXB3_HUMAN,1.490267640259172,2.4853154418727157,8225.976574392982,109664.57994984892,109666.96910762995,,6128.258770283412
O15231,sp|O15231|ZN185_HUMAN,8.210104634694108,9.137275294949724,7715.918586743034,120314.93207225951,123200.32932648351,,30231.550847858707
O43181,sp|O43181|NDUS4_HUMAN,,inf,0.0,51396.86590282546,57299.74999733382,,
P02749,sp|P02749|APOH_HUMAN,1.6417953489044617,2.635312567602396,199946.1220835017,-97814.60788539925,123699.57498114425,,53378.21520081662
P17612,sp|P17612|KAPCA_HUMAN,4.479683997742403,65.26533963554269,8025.064097343973,19135.07128804757,26436.690637266154,,14324.06593425515
P31146,sp|P31146|COR1A_HUMAN,30.405955691623593,33.21783626973981,133232.39758668045,-2191191.5532735814,676970.9071397982,,591447.9586480021
P35900,sp|P35900|K1C20_HUMAN,,inf,0.0,-2804485597.293289,5256633.256356716,,
P42025,sp|P42025|ACTY_HUMAN,0.8294224728317109,26.87422061127995,40622.014388039715,45732.58419481614,56966.7177149891,,11229.33905248014
P49189,sp|P49189|AL9A1_HUMAN,inf,inf,4711.111111111112,-18815819.736108407,471662.7082561068,,inf
P60468,sp|P60468|SC61B_HUMAN,47.7704440823121,48.29801535420794,21236.538015782793,-723679.4533485585,117000.38000912871,,86899.50921357995
Q27J81,sp|Q27J81|INF2_HUMAN,40.273868375498886,inf,20600.505719676225,142551.71917923793,456569.53433491243,,257822.12033363883
Q6P4E1,sp|Q6P4E1|GOLM2_HUMAN,44.4179296682747,44.97936472213051,9127.681966540385,-152696.67790677882,144333.47540001193,,54201.2911586897
Q8N4V1,sp|Q8N4V1|EMC5_HUMAN,61.63435741209274,77.13562714458052,5187.74417698832,-270491.5883687063,11273.32142493641,,18989.184486679143
Q8NBM4,sp|Q8NBM4|UBAC2_HUMAN,inf,inf,944.4444444444438,657521.2295334956,771476.3871128409,,inf
Q8ND76,sp|Q8ND76|CCNY_HUMAN,43.24916926355072,67.89851998746303,3694.3696981466283,-65731.43953810583,9616.77236057943,,42215.10424929552
Q96DV4,sp|Q96DV4|RM38_HUMAN,30.966572177922625,63.74001770961593,1813.0100763825694,12061.872776951635,36500.04070889502,,15852.26972882923
Q96HY7,sp|Q96HY7|DHTK1_HUMAN,71.82009712452823,0.5,2268.6659441399206,-138433.27191734107,10306.50368735037,,7098.016423273599
Q96JD6,sp|Q96JD6|AKCL2_HUMAN,74.29900991641576,74.558615876856,22006.92227247198,-628840.9662964046,342289.8075372579,,331980.88115926203
Q9BW83,sp|Q9BW83|IFT27_HUMAN,inf,inf,86277.11240823776,-8549142.572751956,35499.8978942018,,inf
Q9BX67,sp|Q9BX67|JAM3_HUMAN,2.028682176084693,inf,7167.324957408192,24096.58331768056,24100.41659334811,,7268.195557816717
Q9HC84,sp|Q9HC84|MUC5B_HUMAN,10.242421348279994,inf,2328.8334698908106,16876.84502560342,16880.255101875635,,11924.741786163198
Q9NZP8,sp|Q9NZP8|C1RL_HUMAN,16.910450409791984,31.178352864676185,83912.82016033484,-1045384.5943843,31233.823597101495,,171192.58304286693
Q9Y2H2,sp|Q9Y2H2|SAC2_HUMAN,inf,inf,1544.4444444444446,-2227485.4730850337,244000.45352426497,,inf
O00533,sp|O00533|NCHL1_HUMAN,inf,inf,2088.8888888888887,31111.111111111124,469666.6666666667,,inf
O75147,sp|O75147|OBSL1_HUMAN,,inf,0.0,1948281.7532334407,2327344.0689073713,,
P01619,sp|P01619|KV320_HUMAN,0.12775153450845367,inf,153372.93322867842,45400.54445525242,45933.33375726666,,9530.41913500602
P02768,sp|P02768|ALBU_HUMAN,2.5899667297849507,inf,1646080.3428593203,-3367345.1066680164,181337.13285314757,,357305.54151873995
P18206,sp|P18206|VINC_HUMAN,1.211307559456686,2.2091731396641943,228503.7636665338,136258.47522624515,136967.0001930564,,138039.90566338255
P20340,sp|P20340|RAB6A_HUMAN,0.12618262852251722,1.1350090666182493,104638.2228255185,7614.962873677777,7615.001119012319,,6601.743877357121
P31948,sp|P31948|STIP1_HUMAN,10.374790384680624,18.52253671334602,14775.379104828602,33342.412088748315,89033.40663124212,,48800.233262146496
P36980,sp|P36980|FHR2_HUMAN,31.410500030285093,32.10332326230242,11705.132807767228,-34737.73565470074,193364.01639921725,,69781.16117947277
P39210,sp|P39210|MPV17_HUMAN,14.221443469978775,inf,1895.02693738508,24916.388895039105,26933.193554720732,,12466.606902213649
P42126,sp|P42126|ECI1_HUMAN,10.838837358228194,72.98146586612975,5435.208349082304,46722.380498338745,65833.20361909906,,19900.258091513373
Q00796,sp|Q00796|DHSO_HUMAN,60.47439279789031,66.8623697194434,9722.26214082616,-478225.61530303844,29433.273345002322,,40144.5054701692
Q02978,sp|Q02978|M2OM_HUMAN,19.978399090674028,inf,10298.375989989232,39400.0462913656,90899.62564756749,,77122.74307880912
Q5W0V3,sp|Q5W0V3|FHI2A_HUMAN,13.36729951864912,36.994399649926635,3279.2452364665996,29802.413981464175,31433.539227169935,,21101.764012623316
Q8IX19,sp|Q8IX19|MCEM1_HUMAN,2.3660819088588063,inf,36591.62327440216,184379.72990168148,184667.01209291746,,43145.74782705192
Q92854,sp|Q92854|SEM4D_HUMAN,,inf,0.0,-2974.7679426220384,1589.7545406867412,,
Q969S9,sp|Q969S9|RRF2M_HUMAN,11.899884143222705,27.91808702627312,1132.523258846062,3399.477222209195,7529.947338749737,,4673.212726616307
Q99798,sp|Q99798|ACON_HUMAN,65.89677679660832,inf,5845.398810362695,939388.3032258099,966001.1769900403,,179290.03346469998
Q9BZ72,sp|Q9BZ72|PITM2_HUMAN,inf,inf,5276.530592855728,31828.22928099578,322663.7127224617,,inf
Q9NVI7,sp|Q9NVI7|ATD3A_HUMAN,inf,inf,5888.888888888889,87111.11111111101,5763333.333333333,,inf
Q9NZC7,sp|Q9NZC7|WWOX_HUMAN,47.68855059653831,58.78491865181806,2512.0077387494985,-94463.90074054086,11649.874350770362,,6840.116528470015
Q9UHY7,sp|Q9UHY7|ENOPH_HUMAN,,inf,0.0,140443.92670141597,168833.77484448865,,
A0A0G2JRQ6,tr|A0A0G2JRQ6|A0A0G2JRQ6_HUMAN,24.28701886273902,48.75990165458096,22700.07437745058,-164837.98073097432,144168.95514743493,,121155.09935615587
A1A4S6,sp|A1A4S6|RHG10_HUMAN,,inf,0.0,-64296632.768854775,8840.19532264769,,
O76074,sp|O76074|PDE5A_HUMAN,3.0844239279087784,4.0633691407581845,17099.070546496005,76542.32681602884,79466.59025221747,,24908.25945121194
O94822,sp|O94822|LTN1_HUMAN,inf,inf,267.5555555555556,5171.1111111111095,28906.666666666668,,inf
O95685,sp|O95685|PPR3D_HUMAN,3.845841168088305,9.673365945779924,3387.8895250269275,15506.999187933714,16200.023282418064,,6168.13045689967
P00568,sp|P00568|KAD1_HUMAN,inf,inf,10844.444444444443,-359777.77777777764,641666.6666666666,,inf
P01130,sp|P01130|LDLR_HUMAN,53.299442426334124,53.77116523010853,9076.939046457677,-54892.024144516385,158067.00463734713,,135418.38066607583
P13797,sp|P13797|PLST_HUMAN,50.48207502075961,62.486420470272435,5653.592762301828,54317.11902999909,138334.08623309975,,100694.06338012186
P17858,sp|P17858|PFKAL_HUMAN,11.742516248048863,12.634005982917056,8921.80792746813,85419.27298264581,124333.20143214852,,32925.27305038148
P38571,sp|P38571|LICH_HUMAN,23.66300402435021,59.90380009359809,7886.859431383255,-154262.04872842593,13713.1903945292,,9325.773670675624
P49755,sp|P49755|TMEDA_HUMAN,1.0966443573725717,inf,36800.701828187586,21982.93707524309,28766.684531847346,,16786.767275314076
Q10588,sp|Q10588|BST1_HUMAN,inf,inf,67691.27870423287,-6660991.816376409,90899.89641569462,,inf
Q14155,sp|Q14155|ARHG7_HUMAN,0.445229133121719,inf,21571.300901692048,24300.909993987272,24300.915831921,,4802.082881417187
Q8N9U0,sp|Q8N9U0|TAC2N_HUMAN,3.3449582261592417,inf,21635.976785575316,90346.33684504611,90346.81741834947,,36185.47897829858
Q8WUH6,sp|Q8WUH6|TM263_HUMAN,inf,inf,4122.222222222222,-60565137.896850444,6904039.938057013,,inf
Q96P67,sp|Q96P67|GPR82_HUMAN,0.1,1.1090909090909091,1163612.5287689588,193629.123503799,193667.94507475107,,0.1
Q9H1Z4,sp|Q9H1Z4|WDR13_HUMAN,,inf,0.0,-119826615.57220763,2363342.679286644,,
Q9H3P7,sp|Q9H3P7|GCP60_HUMAN,10.571965696629382,52.12438567597331,6005.460461457136,-23677.277642345733,19673.497277197006,,10069.373535723085
Q9NR34,sp|Q9NR34|MA1C1_HUMAN,0.1,1.1090909090909091,15688942.824000686,4073.0748052192193,4073.30584112691,,0.1
Q9UPN4,sp|Q9UPN4|CP131_HUMAN,inf,inf,2478.888888888889,2377406.8696923247,3383340.596000651,,inf
Q9Y263,sp|Q9Y263|PLAP_HUMAN,30.573388977573458,68.44244953526066,3200.872375613812,29899.42403598022,40067.54631942674,,43846.69696188209
O00160,sp|O00160|MYO1F_HUMAN,inf,inf,1583.689996786913,47811.04348947624,107232.95018443122,,inf
O15438,sp|O15438|MRP3_HUMAN,67.1550905666814,inf,2339.3530049851556,58447.44616693367,145666.71671475898,,34940.09618469554
P02795_Q8N339_P80297_P04732_P13640,sp|P02795|MT2_HUMAN_sp|Q8N339|MT1M_HUMAN_sp|P80297|MT1X_HUMAN_sp|P04732|MT1E_HUMAN_sp|P13640|MT1G_HUMAN,77.36867158377639,inf,571.4233333333334,-36875.66666666667,1901.0666666666584,,2716.7654393200655
P04066,sp|P04066|FUCO_HUMAN,,inf,0.0,178863.94049172112,182116.25449549063,,
P25788,sp|P25788|PSA3_HUMAN,42.82034309674573,67.07837935873239,57578.20541263495,-2041512.840433676,86334.81805655337,,168835.42608685055
P35813,sp|P35813|PPM1A_HUMAN,24.195521408412432,24.961223212367862,25063.16228800928,611787.1408082603,658332.1063719015,,279935.65706920123
P41182,sp|P41182|BCL6_HUMAN,inf,inf,4244.444444444444,-34492.62918100632,765658.3234069195,,inf
Q15102,sp|Q15102|PA1B3_HUMAN,2.0898884418515085,62.41834101808441,11175.684145595635,-17812.475807716797,2506.657207043707,,1518.4000554514814
Q16774,sp|Q16774|KGUA_HUMAN,73.13295830844469,73.40434256795534,5755.544795245736,-146221.3076006718,166333.35070475054,,54182.67962383492
Q4KMP7,sp|Q4KMP7|TB10B_HUMAN,48.17164120232984,inf,2281.030465277057,77102.2628454234,113233.67344544429,,36874.78527244449
Q53T59,sp|Q53T59|H1BP3_HUMAN,inf,inf,5524.360181725891,14066.603814338563,64795.22644075686,,inf
Q6Q788,sp|Q6Q788|APOA5_HUMAN,13.393354224389064,14.268168828183114,5536.656800763261,138599.5120621427,138666.88191066153,,37043.51795148812
Q6ZS11,sp|Q6ZS11|RINL_HUMAN,78.89347535839018,inf,3318.8890561010157,-197888.90310653418,0.04860962007660419,,31974.870124291014
Q96KG9,sp|Q96KG9|SCYL1_HUMAN,98.72359882013073,inf,2833.40037232511,19994.301691730834,192332.69632928263,,53692.54350834072
Q99873,sp|Q99873|ANM1_HUMAN,inf,inf,1687.7777777777771,25888.888888888934,91466.66666666667,,inf
Q9HCU5,sp|Q9HCU5|PREB_HUMAN,13.786233077131309,14.657079207665335,3895.9788430274793,13856.250821680758,40666.60819537703,,13450.257509926467
Q9Y266,sp|Q9Y266|NUDC_HUMAN,21.525518044583606,22.318189579486802,6649.333365458428,35749.9962954192,90500.20992420576,,44190.065856920344
Q9Y2X7,sp|Q9Y2X7|GIT1_HUMAN,,inf,0.0,2093851.2814234225,2823336.3255357496,,
A0A0C4DH25,sp|A0A0C4DH25|KVD20_HUMAN,2.151106317983846,13.02320561598564,122827.21140621245,-197602.05189667697,26366.86187643968,,20122.7383515622
O60524,sp|O60524|NEMF_HUMAN,,inf,0.0,-1421235512.3026204,216834.48571944237,,
O75154,sp|O75154|RFIP3_HUMAN,84.22579673568482,84.38513212219306,11934.707907357611,-633116.839009887,191032.39090834442,,90530.52619332059
O75947,sp|O75947|ATP5H_HUMAN,5.29080835339351,inf,37177.46247096811,170777.86906825245,171100.66422778254,,98188.01691992086
P01127,sp|P01127|PDGFB_HUMAN,2.5882911086863105,inf,10381.832771801333,26384.639146537633,26387.74538426839,,13434.049608695395
P05166,sp|P05166|PCCB_HUMAN,70.04073780380888,73.97478233462185,6051.087775436888,-224009.12761607915,92766.1318177495,,53523.69643668974
P10124,sp|P10124|SRGN_HUMAN,19.720614752734157,52.96763288544022,202364.57153921266,-1206952.390020555,1583331.4643165115,,600234.9502949286
P10720,sp|P10720|PF4V_HUMAN,inf,inf,17777.77777777811,-22579201701.50987,24059.346492767334,,inf
P11166,sp|P11166|GTR1_HUMAN,29.880696762993267,inf,14833.548382865674,324030.8685400672,324668.2372092956,,221299.696239185
P11217,sp|P11217|PYGM_HUMAN,inf,inf,15111.111111111108,438888.8888888892,1658333.3333333333,,inf
P19021,sp|P19021|AMD_HUMAN,,inf,0.0,-35245959.053215444,36500.33218190074,,
P24043,sp|P24043|LAMA2_HUMAN,inf,inf,3133.3333333333335,-40333.33333333337,188666.66666666666,,inf
P28300,sp|P28300|LYOX_HUMAN,,inf,0.0,91888.8888888889,183466.66666666666,,
P49419,sp|P49419|AL7A1_HUMAN,65.49792152977102,67.93746243170641,5655.556245055824,-238555.61416210717,49333.85717771767,,41268.85390302396
P51606,sp|P51606|RENBP_HUMAN,50.54305000721115,51.04261515865346,23629.565396670412,189818.8452091415,677341.5384101006,,353393.8061458099
P54619,sp|P54619|AAKG1_HUMAN,29.064177664082735,57.725115981625066,3781.0563952015377,-28782.69159507392,44366.86544452573,,18371.86889422703
P78559,sp|P78559|MAP1A_HUMAN,39.27766936838949,inf,5222.222222222223,77777.77777777775,167333.33333333334,,57780.58112857255
Q04206,sp|Q04206|TF65_HUMAN,93.18672666656019,93.2555476093222,3722.2222222222204,126111.11111111124,256333.3333333333,,108319.74129609813
Q04323,sp|Q04323|UBXN1_HUMAN,1.3057266008791086,2.302638453395481,72212.83392678086,30603.257472055317,52400.220115272314,,36246.62776992307
Q13510,sp|Q13510|ASAH1_HUMAN,3.033901872061347,4.013357408707192,12254.815616525699,106937.96169719614,109266.75784749963,,17425.55594522023
Q15008,sp|Q15008|PSMD6_HUMAN,20.873052314317338,37.657556368856085,7036.825982832971,-14301.623837252715,71165.8497107931,,30706.281659187152
Q15323,sp|Q15323|K1H1_HUMAN,5.587407207825009,inf,6192.5470445211095,67784.12739331291,71833.30465832225,,15275.552363171684
Q6QNY0,sp|Q6QNY0|BL1S3_HUMAN,inf,inf,3027.887407036311,-24203.76152238514,131148.03284646038,,inf
Q8IUR7,sp|Q8IUR7|ARMC8_HUMAN,28.646806648371445,53.872683085815886,1648.3271134831036,-18853.77802133158,14526.618830921201,,6919.455630482952
Q8IXB1,sp|Q8IXB1|DJC10_HUMAN,,inf,0.0,-49901626.875754334,157635.76418758184,,
Q9Y5Y2,sp|Q9Y5Y2|NUBP2_HUMAN,27.404547589082167,42.803582948973826,2344.680985157579,-26659.228367164997,10746.799075578518,,13424.44709811171
A6NDU8,sp|A6NDU8|RIMC1_HUMAN,17.59711073602731,inf,3643.140813540051,24599.8626616048,42533.256633652294,,23087.679175378704
O15427,sp|O15427|MOT4_HUMAN,67.9779890182942,73.8001728331498,13833.331053695187,-674333.1395619453,71269.59696707677,,97379.6449627487
O95825,sp|O95825|QORL1_HUMAN,48.35719547275795,64.00653017798281,8861.249951163192,-243713.88718655432,72607.12863277318,,56092.09010101894
P05556,sp|P05556|ITB1_HUMAN,0.8672782061397916,1.8686188303201976,109997.64865983551,99571.06429269562,112999.68063465465,,40984.97353366909
P07947,sp|P07947|YES_HUMAN,6.181652406282126,inf,7300.522918781114,21636.06493188061,21636.06623678857,,22564.64688154656
P21283,sp|P21283|VATC1_HUMAN,44.56958914778798,58.00726450589998,3049.357570712016,-35397.33228084468,51699.60531579719,,24405.838247344742
Q15695_Q15696,sp|Q15695|U2AFL_HUMAN_sp|Q15696|U2AFM_HUMAN,23.141341207043382,inf,10978.228377407102,-128389.27131781052,62466.114879931614,,31597.771266340922
Q70UQ0,sp|Q70UQ0|IKIP_HUMAN,inf,inf,1821.1111111111118,-26377.77777777781,115566.66666666672,,inf
Q8IYB5,sp|Q8IYB5|SMAP1_HUMAN,23.25741597871989,inf,572.8811192128064,-12343.403286794617,0.00019923440231650602,,490.16550492891906
Q92530,sp|Q92530|PSMF1_HUMAN,0.6566334493457077,1.6601017983422155,7494.665682060695,13257.754686712826,13533.335827834748,,2322.833518691246
Q96EK7,sp|Q96EK7|F120B_HUMAN,inf,inf,508.8888888888888,27144.444444444445,102366.66666666669,,inf
Q9HCM2,sp|Q9HCM2|PLXA4_HUMAN,1.4483962195427584,inf,6477.683950392139,27400.922251899567,27400.92244694526,,4691.126375047539
O14818,sp|O14818|PSA7_HUMAN,15.542899010270288,36.01734773505325,28860.436768020933,-353527.29698896816,42167.022547753586,,26440.267270459528
O60506,sp|O60506|HNRPQ_HUMAN,41.15251805641177,83.95068674265775,4551.476596001085,-131741.6170249784,11153.474439105572,,22204.81566809314
O95633,sp|O95633|FSTL3_HUMAN,,inf,0.0,-339778528.1915047,5248.474790811539,,
P00734,sp|P00734|THRB_HUMAN,0.1,1.1090909090909091,10160025.55129048,218417.98373860974,218419.46748271564,,0.1
P01860,sp|P01860|IGHG3_HUMAN,0.27072456067176803,3.292823816408988,730114.0379804072,-40192.67831381441,73767.21014577022,,41849.95685647584
P28906,sp|P28906|CD34_HUMAN,,inf,0.0,-357008827.7606363,616328.3402096033,,
P31946,sp|P31946|1433B_HUMAN,21.773888477235005,34.416492359702076,28205.28344031696,-381830.2143960282,84167.28464123438,,74070.59853050107
P36957,sp|P36957|ODO2_HUMAN,9.514845794130743,10.428837250755684,17805.756533717136,32209.650927873663,98399.80446709241,,51614.43706346786
P49795,sp|P49795|RGS19_HUMAN,inf,inf,5644.444444444443,79555.55555555562,873000.0,,inf
P54922,sp|P54922|ADPRH_HUMAN,inf,inf,6179.966522518065,-52497.90741697265,59104.5813270971,,inf
P84085,sp|P84085|ARF5_HUMAN,2.0615302618673144,3.0508077339696644,15973.126259353845,5949.68250152582,18293.283571539727,,10292.741045135752
Q86SQ4,sp|Q86SQ4|AGRG6_HUMAN,52.69984288343973,57.47763653157713,2644.510025136541,-84552.95703168806,24993.25503329684,,14909.525381696027
Q86SX6,sp|Q86SX6|GLRX5_HUMAN,36.88410879455246,58.560273450968786,1473.846013038688,13484.629089588576,30633.095860449183,,18606.514960237866
Q8IVQ6,sp|Q8IVQ6|ZDH21_HUMAN,11.941029007734679,12.830513563212106,6587.464003335708,143707.2468662089,143708.40240194238,,39329.97160775312
Q9BRX2,sp|Q9BRX2|PELO_HUMAN,26.552522981088057,39.16471600453758,5220.34030050857,-88929.60249244104,14869.990285205655,,17406.806510353614
Q9H299,sp|Q9H299|SH3L3_HUMAN,0.1,1.1090909090909091,649949.0014265472,51745.67754573537,51766.92146027225,,0.1
Q9HC57,sp|Q9HC57|WFDC1_HUMAN,52.15634955731157,inf,707.0784250026276,100.11439646962026,10040.020763016126,,13469.361566161924
Q9HD23,sp|Q9HD23|MRS2_HUMAN,20.139488444518165,inf,5758.671577501684,-19324.5715504898,2443.5507492589204,,47104.28869556082
Q9UBX3,sp|Q9UBX3|DIC_HUMAN,69.09926989096333,inf,9469.222218499466,-647588.8885653821,473.3256422476843,,3127.0637629856187
Q9UKY7,sp|Q9UKY7|CDV3_HUMAN,3.1364667842066107,4.114886311638867,16236.08324510928,-12836.195452900552,17783.276419252637,,10152.231965872772
Q9UQ80,sp|Q9UQ80|PA2G4_HUMAN,42.30959375712724,43.475056509508505,20886.335768653033,20223.874567525043,43074.86793384378,,430420.6940401735
O14880,sp|O14880|MGST3_HUMAN,0.21797324817133262,33.47864883211422,20815.642506816344,16001.608731334678,16001.608734072415,,2268.626603623141
O43924,sp|O43924|PDE6D_HUMAN,inf,inf,15577.77777777778,-630444.4444444446,1438633.3333333335,,inf
O60568,sp|O60568|PLOD3_HUMAN,20.776757954027712,47.18450530268514,4238.751940246033,-56288.66239491258,18569.98960159073,,6604.435546576927
O75131,sp|O75131|CPNE3_HUMAN,9.378457111150086,38.670268954010666,5754.585818788598,38973.61241087178,43000.28458636759,,24971.232059222777
O95427,sp|O95427|PIGN_HUMAN,30.852033324013647,inf,1339.5717407615086,-6548.23420117963,10886.638182497647,,11946.81980110188
P05106,sp|P05106|ITB3_HUMAN,0.1,1.1090909090909091,418569.3957494693,55751.611689369594,55833.47906780432,,0.1
P09497,sp|P09497|CLCB_HUMAN,2.023176187669623,3.012841074662859,17142.63834772178,20067.14263141219,20150.202029276505,,17299.759150539256
P09972,sp|P09972|ALDOC_HUMAN,8.47131863114661,9.395850766185534,3773.0468505239864,-4181.725399953613,10730.15735016434,,8525.399665457468
P11234,sp|P11234|RALB_HUMAN,15.392019498416776,64.10570524175257,4852.243089622936,-26931.860121744307,25000.07986961885,,11376.940127585565
P19876,sp|P19876|CXCL3_HUMAN,14.939617350896617,22.672379409906014,6351.701729971719,-37648.02481082703,28716.798472161798,,14263.585044908357
